N. do Processo,Assunto,Classe,Comarca,Promotoria de Justiça,Homologado pelo CSMP,Data,PDF,Movimentação
06.2018.00005926-2,Saúde,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,22/4/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00005926-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005926-2
06.2019.00000563-6,-,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,01/4/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000563-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000563-6
06.2019.00002424-4,Ordenação da Cidade / Plano Diretor,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,30/5/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00002424-4
06.2019.00003795-0,Educação Pré-escolar,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,29/10/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00003795-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00003795-0
06.2019.00003988-1,-,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,-,21/8/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00003988-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00003988-1
06.2019.00004122-1,-,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,20/5/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00004122-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00004122-1
06.2019.00005140-8,-,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,17/7/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005140-8
06.2019.00005738-0,Tratamento Médico-Hospitalar,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,08/2/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005738-0
06.2020.00001411-3,Recursos Minerais,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,27/5/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00001411-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00001411-3
06.2020.00002528-7,-,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,14/9/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00002528-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002528-7
06.2020.00003816-0,-,Inquérito Civil,Santo Amaro da Imperatriz,1ª Promotoria de Justiça da Comarca de Santo Amaro da Imperatriz,Sim,23/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00003816-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00003816-0
